OrderID,CustomerName,Gender,Email,Phone,Product,Category,SubCategory,Quantity,UnitPrice,TotalAmount,OrderDate,ShipDate,Region,PaymentMode,City,State
ORD101084,Drew  Nair,F ,drew.x@yahoo.com,7973380580,PEPPERONI PIZZA,Food,Pizza,4,947.86,3791.44,12-10-2025,25-08-2024,north ,UPI ,Delhi,Delhi 
ORD100712,Quinn Agarwal,female,quinn.x@example.com,8590988896 ext 857,Chocolat3 Cak3,D3ss3rt,Cake,3,407.82,1223.46,2023-03-07T00:00:00,01 23 27,Central  ,net banking,NAGPUR,Maharashtra 
ORD101668,DEVIN Rao,M,devin@.com,+91 7967946950,Mango Smoothie,Beverages,Smoothie,5,₹1141.74,5708.7,29-Nov-24,01-02-2025,Nor,OnLine,MUMBAI,M@h@r@shtr@
ORD100039,Riley  Nath,nb,riley.x@yahoo.com,7521696479,Paneer Wrap,Food,Wrap,6,433.59,2601.54,25 04 2023,2022 12 26,west,Cash ,mumbai,maharashtra
ORD100643,Robin nair,Fem,robin.com,-7649048656,Pan33r Wrap,Food,Wrap,6,981.88,5891.28,"Nov 05, 2022",19-08-2024,East region,Cashier,Jaipur,Rajasthan 
ORD102050,SASHA Desai Jr,Male,,,Orang3 Juic3,Beverages,Juice,5,878.97,4394.85,03 19 24,1713571200,West-Zone,Cashier,Nagpur ,M@h@r@shtr@
ORD100025,jesse Agarwal,Non-binary,jesse.12@mailinator.com,+91 6431756350,Tandoori Chicken,Food,Main,10,103.25,1032.5,12 08 2023,"Nov 10, 2025",EAST,OnLine,Kolkata,West Bengal 
ORD100291,MORGAN Mehta,female,morgan@outlook.com,+91 6321165294,Latte,Beverages,Coffee,4,1074.5,4298,08-11-2024,11-05-2022,South  ,on line,lucknow,Uttar Pradesh 
ORD100146,Angel Joshi,M,angel.x@gmail.com,+91 6971071645,chocolate cake,Dessert,Cake,3,1013.65,3040.95,12-12-2026,25-07-2022,South-Zone,on line,mumbai,Maharashtra 
ORD100225,kai Patel,nb,kai.12@gmail.com,+91 6185892639,P3pp3roni Pizza,Foodg,Pizza,5,254.35,1271.75,,16-03-2026,south,Cashier,mumbai,maharashtra
ORD103978,PARKER Joshi,Non-binary,parker.x@gmail.com,61554,Latte ,Beverages,Coffee,3,668.67,3096.75,"Jun 19, 2026","May 31, 2026",Cen,Cash,kolkata,West Bengal 
ORD101432,Taylor Rao,Fem,taylor@gmail,+91 6678103529,Veg Burger,Food,Burger,2,₹1061.39,2122.78,18-Mar-24,08-10-2024,East  ,online ,kolkata,West Bengal 
ORD104668,jamie Desai,male,jamie90@company.co,8575253213 ext 219,chicken burger,Food,Burger,5,710.68,3553.4,19-Apr-24,"Aug 26, 2022",East region,Cash ,Lucknow ,uttar pradesh
ORD100303,Skyler  Patel,F,,-7587164532,chicken burger,Food,Burger,2,167.15,334.3,"Jun 27, 2023",2022-10-26T00:00:00,east,cash,Chenna1,TAMIL NADU
ORD102180,angel Shah,FEMALE,angel.@outlook.com,-8816798528,Garlic Bread,Food,Sides,4,766.15,2214.04,19-03-2025,10-02-2024,East  ,online ,Kolkata,west bengal
ORD105011,sasha Nath,nb,sasha@gmail,-6654389371,Chicken Burger ,Food,Burger,1,904.21,904.21,07/19/25,14-01-2026,West,ON line,Lucknow,uttar pradesh
ORD102507,CAMERON Kulkarni,female,cameron@hotmail.com,8427985033,V3g Burg3r,Food,Burger,1,451.1,451.1,03.26.24,30-12-2026,north,online ,Jaipur,rajasthan
ORD102000,ALEX Mehta,Female,alex.12@yahoo.com,(609) 4074676,Butter Naan,Food,Bread,3,1021.76,3065.28,24 07 2025,01-07-2026,WEST,Cashier,AHMEDABAD,gujarat
ORD103723,JORDAN Khan,Unknown,jordan.@outlook.com,(825) 6910765,Chocolat3 Cak3,Dessert,Cake,5,630.84,3154.2,"May 16, 2024",18-04-2023,EAST,Cashier,kolkata,west bengal
ORD104893,Casey  Singh,FEMALE,casey@hotmail.com,71341,Paneer Wrap,Food,Wrap,3,77.59,232.77,06-12-2024,03-12-2025,West  ,OnLine,Kolkata ,WEST BENGAL
ORD101769,Harper  Sharma,Fem,harper@.com,-8109288965,MARGHERITA PIZZA,Food,Pizza,4,435,1740,"Jun 21, 2025","Mar 08, 2024",North-Zone,online ,Nagpur,M@h@r@shtr@
ORD104593,Kai  Khan,,kai.12@hotmail.com,6099108417,chicken burger,Food,Burger,3,₹611.90,1835.7,,"Sep 17, 2023",Central,ON line,Nagpur ,MAHARASHTRA
ORD101189,Harper gupta,male,harper.12@hotmail.com,6905040034,espresso,Beverages,Coffee,2,585.84,1740.56,2026 01 21,1688774400,SOUTH,ON line,Bengaluru,karnataka
ORD104618,Sam Sharma,Fem,sam.x@example.com,+91 7150321073,ESPRESSO,Beverages,Coffee,4,₹271.04,1084.16,23-Jul-26,08 09 2026,South  ,OnLine,Bengaluru,Karnataka 
ORD103875,CHARLIE Dutta,MALE,charlie@gmail.com,+91 6852855113,P3pp3roni Pizza,FOOD,Pizza,2,₹1024.56,2049.12,14-Nov-25,07.22.25,north ,card,Kolkata ,West Beng@l
ORD104321,Jordan Mehta,F,jordan.com,9454331344,Tandoori Chicken ,Food,Main,3,1145.65,3436.95,1717372800,06/26/25,Wes,Cashier,kolkata,West Beng@l
ORD104854,Jordan bose,FEMALE,jordan.12@example.com,7726821509 ext 49,Orange Juice,Beverages,Juice,4,180.52,722.08,29-06-2026,2022.12.16,North-Zone,OnLine,Bengaluru,Karnataka
ORD101594,QUINN Khan,Unknown,quinn.x@yahoo.com,8476871707 ext 375,chicken burger,Food,Burger,5,958.26,4791.3,07-Oct-25,14-03-2024,North,Cash,Lucknow,Utt@r Pr@desh
ORD103042,avery Mehta,M,avery.x@hotmail.com,86270,Veg Burger ,Food,Burger,5,986.51,4932.55,25-05-2022,29-03-2025,Eas,OnLine,MUMBAI,MAHARASHTRA
ORD104198,CASEY Agarwal,Male,casey.12@yahoo.com,91252,Garlic Br3ad,Food,Sides,2,173,515.55,"Apr 26, 2024",15-07-2026,Wes,upi,bengaluru,karnataka
ORD104669,riley Mehta,F,riley.@outlook.com,(845) 4885598,Coke 500ml,Beverages,Soft Drink,5,528.32,2641.6,2027-04-30T00:00:00,21-03-2025,NORTH,OnLine,lucknow,uttar pradesh
ORD102977,Casey chaudhary,male,casey.x@hotmail.com,+91 9784844561,chocolate cake,Dessert,Cake,1,424.76,424.76,"Aug 30, 2025",28.10.2023,east,Cashier,BENGALURU,KARNATAKA
ORD102695,QUINN Dutta,F,quinn@gmail.com,-6886734469,paneer wrap,Food,Wrap,5.5,898.82,4943.51,,"Aug 02, 2024",central,online,Delhi ,Delhi
ORD100989,ANGEL Kapoor,Fem,angel.x@example.com,85535,Pan33r Wrap,Food,Wrap,5,348.86,1744.3,09-28-25,21-04-2023,South,UPI,Kolkata,West Beng@l
ORD100881,Angel Chaudhary,F ,angel.@hotmail.com,-5097855591,Mango Smoothie,Beverages,Smoothie,4,55.85,223.4,10 26 26,,north ,Online,KOLKATA,West Beng@l
ORD104514,Rowan  Verma,Female,rowan@example.com,7112472114,ORANGE JUICE,Beverages,Juice,1,53.08,53.08,26-Feb-25,2024.03.11,Central-Zone,Card ,AHMEDABAD,Gujarat 
ORD104470,RILEY Joshi,F,rileygmailcom,-2028934158,Espresso,Beverages,Coffee,4,186.07,744.28,01-Nov-26,,Nor,Cash ,Ahmedabad,Guj@r@t
ORD103440,Taylor khan,M,taylor.@mailinator.com,+91 7194994622,CHOCOLATE CAKE,Dessert,Cake,2,291,582,26-Feb-22,"Jun 04, 2024",central,upi,BENGALURU,KARNATAKA
ORD102337,Kai sharma,nb,kai8@mailinator.com,7682362333,mango smoothie,Beverages,Smoothie,2,113,226,15-12-2021,,North-Zone,OnLine,Bengaluru ,Karnataka
ORD101523,PARKER Kapoor,Non-binary,parker.12@hotmail.com,88259,Mango Smoothie,BEVERAGES,Smoothie,6,54.56,327.36,1685232000,24.12.2024,Nor,NET BANKING,Lucknow,UTTAR PRADESH
ORD101842,kai Sharma,Unknown,kai.12@outlook.com,8096853872,Latt3,Beverages,Coffee,1,1112.88,1112.88,05-01-2025,07-11-2025,north,OnLine,Ahmedabad ,Gujarat 
ORD100147,charlie Chaudhary,nb,charlie@.com,6291259085 ext 571,Latt3,Beverages,Coffee,6,₹409.68,2458.08,2026-03-05T00:00:00,2024.11.26,NORTH,Cash,AHMEDABAD,Guj@r@t
ORD104641,Taylor nath,Male,taylor.@mailinator.com,9513707670,Cheese Fries ,Food,Sides,4,232.17,799.75,18-07-2024,20-05-2024,SOUTH,Net Banking,jaipur,R@j@sth@n
ORD102297,Alex Singh,FEMALE,alex.12@company.co,84415,Butter Naan,Food,Bread,2,1073.8,2147.6,11-03-2023,1775779200,north ,CARD,Kolkata,West Beng@l
ORD104543,Morgan Iyer,male,morgan.x@example.com,,MARGHERITA PIZZA,Food,Pizza,2,816.63,1633.26,02-06-2023,2025 06 28,SOUTH,ONLINE,Lucknow,Uttar Pradesh
ORD101915,cameron Khan Jr,Unknown,cameron.x@hotmail.com,8141436038,Tandoori Chicken,Foodg,Main,4,₹1163.53,4654.12,,19-07-2022,West  ,online ,Pune,Maharashtra
ORD100761,Cameron  Nair,F,cameron@example.com,-7789671822,Ch33s3 Fri3s,Food,Sides,1,1047.04,28270.08,11-Aug-25,05-02-2022,Sou,OnLine,JAIPUR,rajasthan
ORD104563,Parker Kulkarni,nb,parker92@outlook.com,-6258257792,Pan33r Wrap,Food,Wrap,6,983.41,5900.46,2023-12-19T00:00:00,2026 08 09,Central-Zone,ON line,Lucknow,uttar pradesh
ORD101088,Drew Patel,female,drew@gmail,+91 8644450219,CHOCOLATE CAKE,Dessert,Cake,4,709.23,2836.92,07 06 2023,04 09 2023,north ,Cashier,Bengaluru ,KARNATAKA
ORD104179,CHARLIE Desai,nb,charlie.@hotmail.com,-2554579971,Butter Naan ,FOOD,Bread,3,252.68,1279.98,11.27.24,12 11 2025,north ,upi,Chennai,tamil nadu
ORD102754,Alex  Verma,F,alex.12@outlook.com,-8768503158,Chocolat3 Cak3,Dessert,Cake,2,274.24,548.48,05 12 2023,08-07-2025,South  ,Card,Hyderabad,Telangana 
ORD103679,Jamie nair,F,jamie.x@example.com,9668291849,Veg Burger ,Food,Burger,3,809.96,2429.88,09-09-2023,"Jun 24, 2026",north,ON line,Hyderabad ,Telangana 
ORD100816,QUINN Patel,Fem,quinn.@outlook.com,-7446606074,P3pp3roni Pizza,Food,Pizza,2,651.56,1303.12,"Sep 03, 2025",11-07-2025,north ,Cashier,CHENNAI,TAMIL NADU
ORD100319,jordan Iyer,Non-binary,jordan.x@company.co,78241,Mango Smoothie,Beverages,Smoothie,6,742.78,4456.68,28.12.2024,"Sep 10, 2025",North,ONLINE,Delhi,Delhi 
ORD100471,Lee Sharma Jr,male,lee.x@gmail.com,8692247183 ext 604,MARGHERITA PIZZA,Food,Pizza,6,83.33,499.98,1753574400,"Sep 02, 2025",south,CARD,Mumba1,M@h@r@shtr@
ORD105001,Riley  Khan,male,riley.x@example.com,7207052519,Margherita Pizza ,Food,Pizza,1,135.66,135.66,2024.01.21,16 11 2022,north ,on line,Ahmedabad,Gujarat 
ORD103292,Sasha  Khan,male,sashagmail.com,9252882938 ext 29,Chocolate Cake,Dessert,Cake,1,471.92,471.92,2027 02 15,02 23 26,Sou,ON line,Bengaluru ,KARNATAKA
ORD104041,Morgan  Rao,,morgan@mailinator.com,72851,Coke 500ml ,Beverages,Soft Drink,6,574.76,3448.56,2024-09-24T00:00:00,10-Jan-24,North-Zone,Cashier,Chennai,T@mil N@du
ORD100983,sasha Verma,F ,sasha14@company.co,-8749112759,veg burger,food,Burger,5,458.16,2290.8,2027.04.10,04-May-24,East  ,OnLine,LUCKNOW,Uttar Pradesh 
ORD101988,Rowan  Agarwal,nb,rowan@gmail,-6580675971,Garlic Bread ,Food,Sides,4,768.28,3073.12,02-09-2026,2024-12-28T00:00:00,Eas,upi,Chennai ,tamil nadu
ORD100382,CHARLIE Agarwal,FEMALE,charlie.x@example.com,91938,CHEESE FRIES,food,Sides,3,613.31,1839.93,05-11-2024,21-Jan-27,South region,on line,Nagpur,Maharashtra 
ORD102116,RILEY Patel,,riley.12@company.co,-8770206463,Chocolat3 Cak3,Dessert,Cake,5,305.06,1525.3,2022-11-02T00:00:00,24-02-2023,north ,Cash ,HYDERABAD,Telangana
ORD100229,Morgan  Patel Jr,Unknown,morgan9@hotmail.com,9818829762,Chocolat3 Cak3,Dessert,Cake,4,₹374.09,1496.36,"Mar 30, 2026",17 05 2024,West-Zone,Card ,nagpur,MAHARASHTRA
ORD101718,parker Singh,Unknown,parker.x@mailinator.com,8673388136,Mango Smoothi3,Beverages,Smoothie,6,76.3,457.8,1712707200,1787184000,Cen,CARD,nagpur,M@h@r@shtr@
ORD105021,RILEY Chaudhary,,riley.12@example.com,6690340597,COKE 500ML,Beverages ,Soft Drink,5,722.8,3614,"Nov 05, 2025",05.01.2024,North-Zone,ON line,MUMBAI,Maharashtra 
ORD104488,Lee  Rao,Non-binary,lee.com,94930,ESPRESSO,Beverages,Coffee,6,641.43,3848.58,1766188800,28-Feb-23,South  ,Cashier,Mumbai ,Maharashtra 
ORD102736,angel Singh Jr,female,angel.x@example.com,-6493483630,Orang3 Juic3,Beverages,Juice,1,845.56,845.56,"Dec 05, 2025",28-Jul-24,West region,UPI ,Delh1,Delhi 
ORD101049,Angel nath,female,angel@mailinator.com,+91 8525275838,ORANGE JUICE,Beverages,Juice,3,1047.02,43974.84,05 25 24,,North-Zone,online ,pune,Maharashtra 
ORD102348,Jesse  Kulkarni,M,jesse.@example.com,(978) 9688650,Cheese Fries ,Food,Sides,1,1011.6,1011.6,"Mar 21, 2026",03 16 24,south,on line,BENGALURU,Karnataka 
ORD104061,Casey nath,Fem,casey.@outlook.com,7533433435 ext 862,MARGHERITA PIZZA,Food,Pizza,2,851.69,1703.38,2023 01 10,09-09-2026,Eas,online,mumbai,MAHARASHTRA
ORD102398,Casey  Gupta,nb,casey.com,8896416783,P3pp3roni Pizza,Food,Pizza,1,552.73,552.73,18-02-2024,29-01-2024,East region,CARD,Delh1,Delhi
ORD103798,Quinn Kapoor,Female,,(835) 9637980,Margherita Pizza,Foodg,Pizza,6,371.62,2229.72,07-Jan-26,01 01 27,South region,cash,LUCKNOW,uttar pradesh
ORD103745,Cameron  Khan,Unknown,,,Orange Juice,Beverages,Juice,3,900.79,2702.37,2025.01.23,2024-10-02T00:00:00,East region,Cash ,Pune,maharashtra
ORD102053,Kris Verma,Fem,krisgmailcom,+91 7035157318,Mango Smoothie,Beverages,Smoothie,5,448.08,2240.4,2022-02-25T00:00:00,,West region,Cash ,Hyderabad,Tel@ng@n@
ORD103999,Casey Khan Jr,M,casey.x@mailinator.com,+91 9843012914,Orange Juice,beverages,Juice,5,655.12,3275.6,2024-04-07T00:00:00,06-Jan-24,Nor,card,kolkata,West Beng@l
ORD100279,riley Bose,MALE,riley.x@gmail.com,-1756389066,Espresso,Beverages,Coffee,2,837.35,1674.7,"Jul 26, 2026",2023-09-06T00:00:00,north,online ,Mumbai,Maharashtra
ORD103213,ALEX Joshi,Male,alex.@hotmail.com,(707) 8316032,orange juice,Beverages,Juice,6,169.35,1725.4,2023.09.30,,West,OnLine,ahmedabad,Guj@r@t
ORD103149,PARKER Khan,nb,parker.x@example.com,+91 9009782425,mango smoothie,Beverages,Smoothie,2,₹723.86,1447.72,"Oct 30, 2025",03-12-2023,North  ,Cashier,Chennai,Tamil Nadu 
ORD103031,Taylor patel,M,taylor.@outlook.com,9605113380,Margherita Pizza ,Food ,Pizza,2,938.49,1876.98,11-Aug-26,"Jun 04, 2026",West,Cashier,Lucknow,Uttar Pradesh
ORD104335,Angel Bose,Male,angel.12@example.com,7829025878,espresso,Beverages,Coffee,5,472.77,2363.85,"Jun 23, 2023",1704758400,South region,Cashier,Kolkata,WEST BENGAL
ORD100715,parker Gupta,F ,parker.x@example.com,-2248665942,veg burger,Food,Burger,2,388.89,777.78,09-08-2023,2024-06-28T00:00:00,East,Card,Ahmedabad,GUJARAT
Order ID,Customer Name,Gender,Email,Phone,Product,Category,SubCategory,Quantity,UnitPrice,TotalAmount,OrderDate,ShipDate,Region,PaymentMode,City,State
ORD103475,Kris nath,FEMALE,kris.12@yahoo.com,-6479746013,PEPPERONI PIZZA,Food,Pizza,3,86.67,260.01,07-04-2024,14-01-2024,SOUTH,Cashier,Ahmedabad,Guj@r@t
ORD102721,Taylor  Khan,F,taylor.x@outlook.com,(828) 7078036,Paneer Wrap,Food,Wrap,3,899.58,2698.74,26-May-26,12-Apr-25,WEST,online ,jaipur,Rajasthan
ORD102061,Alex Bose,Male,alex.12@outlook.com,6859273408 ext 708,tandoori chicken,Food,Main,1,273.33,273.33,"Feb 24, 2027",22-06-2026,Eas,online,Chenna1,Tamil Nadu
ORD102974,Charlie Agarwal,Female,charlie@.com,7086837341,Margherita Pizza,Food,Pizza,3,1025.25,3075.75,,10-07-2023,North,Cash ,Delh1,Delhi 
ORD103675,Robin  Rao,nb,robin@yahoo.com,87952,Margh3rita Pizza,Food,Pizza,4,481.46,1925.84,10.28.22,05-09-2025,north,online ,Hyderabad ,Tel@ng@n@
ORD104472,Parker Nath,MALE,parker.x@company.co,6126306957,Mango Smoothie,Beverages,Smoothie,2,430.12,636.42,"Mar 23, 2024","Apr 03, 2024",Wes,Cashier,mumbai,MAHARASHTRA
ORD102371,Robin  Dutta,nb,robin78@example.com,-4909982468,Butter Naan,Food,Bread,1,223.12,223.12,"Dec 09, 2026","Nov 20, 2024",north ,Card,Ahmedabad ,Gujarat
ORD102741,rowan Kapoor,Unknown,rowan.x@example.com,85187,TANDOORI CHICKEN,Food,Main,2,879.44,1758.88,16-06-2025,2024.12.08,West  ,Cash ,DELHI,Delhi
ORD100826,TAYLOR Verma,Fem,taylor38@example.com,9087080489,mango smoothie,Beverages,Smoothie,3,197.88,593.64,10 04 2024,"Jun 29, 2024",south,UPI,Nagpur ,MAHARASHTRA
ORD103905,drew Patel,M,drew.12@outlook.com,6506008661 ext 700,orange juice,Beverages,Juice,4,455.41,1821.64,"Oct 08, 2024",1722384000,East-Zone,ON line,pune,M@h@r@shtr@
ORD102346,Quinn patel,Unknown,quinn.@outlook.com,-7113843029,Pepperoni Pizza ,Food,Pizza,2,497.57,995.14,08-13-25,11-18-25,East  ,Cash ,Ahmedabad ,GUJARAT
ORD103860,sam Shah,Fem,sam.@mailinator.com,8992026039,VEG BURGER,Food,Burger,6,172.05,1032.3,1687996800,02-Jul-22,north ,Cash ,kolkata,WEST BENGAL
ORD101107,sam Sharma,F,sam.x@outlook.com,7151177818,Garlic Br3ad,Food,Sides,4,781.25,3125,05-11-2026,12-05-2025,East-Zone,OnLine,Delhi,Delhi
ORD101339,SASHA Singh,,,+91 6666055479,Cok3 500ml,Beverages,Soft Drink,4,861.51,3446.04,07-Oct-22,1795651200,West  ,net banking,Lucknow,uttar pradesh
ORD102819,JESSE Mehta,Male,jesse@yahoo.com,9159743392 ext 484,CHICKEN BURGER,Foods,Burger,3,250,750,,"Dec 22, 2023",West  ,ON line,Nagpur ,MAHARASHTRA
ORD104507,drew Nair,FEMALE,drew.12@yahoo.com,(914) 2743427,Paneer Wrap ,Food,Wrap,5,162.46,812.3,02-Dec-24,06 10 24,central,card,Mumbai,MAHARASHTRA
ORD102367,Quinn gupta,,quinn.12@mailinator.com,+91 9054313115,Orang3 Juic3,Beverages,Juice,6,435.33,2611.98,1705708800,09-11-2023,South-Zone,ON line,Lucknow ,uttar pradesh
ORD100407,Kris Mehta,Male,krisgmail.com,80555,garlic bread,food,Sides,5,1053.5,5267.5,03-Jul-22,"Jun 04, 2023",Sou,ON line,Kolkata,West Beng@l
ORD104876,Taylor Shah,Male,,7154748310 ext 578,Tandoori Chicken ,Food,Main,1,535.89,535.89,02-02-2023,"Oct 10, 2024",West region,Cashier,nagpur,maharashtra
ORD104645,Jamie Agarwal,FEMALE,jamiegmail.com,7518558250,Garlic Br3ad,Food,Sides,2,664.93,1329.86,"Dec 03, 2022",2025 01 28,Central-Zone,ON line,Chenna1,T@mil N@du
ORD101148,Harper patel,F,harper@gmail.com,7977187906,BUTTER NAAN,Food,Bread,2,255.04,510.08,1789084800,,North-Zone,Cash ,Pune,maharashtra
ORD103561,Parker singh,M,parker.12@example.com,(923) 9627739,Chick3n Burg3r,Food,Burger,2,890.71,1781.42,23-12-2024,06-12-2024,north ,cash,hyderabad,Telangana
ORD101076,JESSE Verma,Unknown,jesse@example.com,-2390764318,Garlic Bread ,Food,Sides,2,1157.09,2314.18,17-01-2023,30-Oct-24,Wes,Cash ,Mumbai,maharashtra
ORD104734,Parker Khan,Male,parker.@example.com,95420,TANDOORI CHICKEN,Food,Main,3,658.99,1976.97,,"Sep 09, 2025",Wes,online ,pune,Maharashtra
ORD101737,jordan Shah,F,jordan.@company.co,6933235897,Espresso,Beverages,Coffee,5,256.48,1282.4,2025-08-07T00:00:00,1650758400,Nor,CASH,PUNE,M@h@r@shtr@
ORD100748,Quinn Patel,Unknown,quinn.@gmail.com,,mango smoothie,Beverages,Smoothie,4,1001.95,4007.8,02.08.2024,13-Feb-25,West region,Cashier,lucknow,UTTAR PRADESH
ORD103154,Taylor iyer,nb,taylor@company.co,7989488718,Cheese Fries ,Food,Sides,2,115.5,155.87,2023.02.05,24-May-24,East,OnLine,Ahmedabad ,GUJARAT
ORD100017,morgan Kapoor,,morgan.12@gmail.com,-6127978003,PEPPERONI PIZZA,Food,Pizza,6,561.08,3366.48,15-Oct-25,12-06-2024,north,upi,Chenna1,TAMIL NADU
ORD101614,Riley  Nair,F,riley.12@gmail.com,(727) 4316940,Tandoori Chicken,Food,Main,2,387.04,774.08,04 04 2025,23 07 2026,east,net banking,Lucknow,Uttar Pradesh 
ORD101043,ANGEL Kapoor,MALE,,6419807848,CHICKEN BURGER,Foodg,Burger,6,351.11,2106.66,2024.02.15,10-12-2026,north ,on line,Pune,Maharashtra 
ORD102132,Sam  Verma,Female,sam.12@outlook.com,7558289251,PEPPERONI PIZZA,Food,Pizza,2,1183.6,2367.2,25-Mar-26,16-Nov-25,North  ,on line,Mumbai ,M@h@r@shtr@
ORD103184,Angel  Agarwal,nb,angel.x@yahoo.com,8574375842,BUTTER NAAN,Food,Bread,3,1150.42,3451.26,12-05-2023,18-01-2023,EAST,ON line,Chennai,T@mil N@du
ORD103102,Avery sharma,male,averygmailcom,(610) 2258894,Orang3 Juic3,Beverages,Juice,3,819.34,2458.02,1713916800,31-01-2025,east,ON line,lucknow,Utt@r Pr@desh
ORD104747,Angel sharma,Male,angelgmail.com,(903) 1938135,cheese fries,food,Sides,2,507.54,1015.08,19-10-2022,31-03-2025,central,upi,Delh1,Delhi
ORD103571,harper Agarwal,Female,,63781,Latt3,Beverages,Coffee,1,872.43,872.43,11-Nov-24,01/18/27,central,Online ,Chennai,tamil nadu
ORD101489,sasha Iyer Jr,nb,sasha.12@outlook.com,82172,Mango Smoothi3,Beverages,Smoothie,3,861.24,2583.72,18-02-2025,2023-09-24T00:00:00,Cen,OnLine,jaipur,Rajasthan
ORD101680,Harper Rao,FEMALE,harper28@outlook.com,+91 6251066373,Pan33r Wrap,food,Wrap,2,1155.22,2310.44,1790985600,24-09-2024,West  ,ON line,Pune ,M@h@r@shtr@
ORD103948,harper Kulkarni,,harper.12@hotmail.com,9291266025 ext 331,Butt3r Naan,Food,Bread,5.5,1179.38,272436.78,21-09-2024,29-Mar-24,central,on line,PUNE,maharashtra
ORD101897,KRIS Patel,Fem,kris.@hotmail.com,8436947831,Chicken Burger ,Food,Burger,6,1103.15,6874.32,1699488000,21-Sep-25,South  ,ON line,Delh1,Delhi 
ORD105008,Alex Agarwal,Female,alex@gmail,+91 7705280466,Latte ,Beverages,Coffee,6,195.89,1175.34,13-04-2025,01-03-2025,West,ON line,Ahmedabad,Gujarat 
ORD102072,Angel  Nath,male,angel.@gmail.com,(860) 3688092,BUTTER NAAN,Food,Bread,1,676.93,676.93,22-10-2025,10/30/22,North region,online ,Pune ,MAHARASHTRA
ORD101949,Rowan bose,nb,rowan.12@yahoo.com,8359609318,Espresso,Beverages,Coffee,6,158.57,39959.64,13-11-2026,25-04-2024,Wes,OnLine,NAGPUR,Maharashtra 
ORD101246,Parker Sharma,,parker@gmail,96710,Garlic Br3ad,Food,Sides,2,1090.7,2181.4,"Jan 04, 2023",12 01 25,South region,OnLine,Pune ,MAHARASHTRA
ORD104139,skyler Patel,nb,skyler.@hotmail.com,7260125971,Pepperoni Pizza ,Food,Pizza,5,639.18,3195.9,25-Sep-24,27.03.2024,west,online,JAIPUR,Rajasthan
ORD100255,Kai  Sharma,,kai.x@outlook.com,8155466185,Garlic Br3ad,Food,Sides,1,439.18,610.36,03.31.25,06-21-25,north ,online ,delhi,Delhi
ORD104245,Kris Shah,male,kris.x@company.co,(825) 2945223,Latte ,Beverages,Coffee,6,₹610.13,3660.78,12-08-2023,10.25.24,South-Zone,Cash,Bengaluru,Karnataka
ORD104481,angel Singh,male,angelgmailcom,-7678865515,Chicken Burger ,Food,Burger,5,625.2,3126,14-01-2023,"Feb 21, 2026",North  ,Online ,MUMBAI,MAHARASHTRA
ORD101223,Quinn Chaudhary,F ,quinn.x@example.com,(788) 3159151,PEPPERONI PIZZA,Food,Pizza,4,53,212,2024 12 13,"May 20, 2023",East region,Cash ,ahmedabad,Gujarat 
ORD101603,kris Kulkarni Jr,FEMALE,kris.@yahoo.com,8035336958,latte,Beverages,Coffee,2,624.19,1248.38,24 08 2025,03 25 25,North,Cashier,KOLKATA,WEST BENGAL
ORD103584,Jordan kapoor,male,jordan51@mailinator.com,90378,latte,Beverages,Coffee,3,496.83,2578.78,01 06 25,2026.05.17,West  ,Cash ,ahmedabad,gujarat
ORD101776,riley Sharma,F,riley.x@hotmail.com,6440747682,Paneer Wrap ,Food,Wrap,6,114.99,689.94,04 19 24,17-08-2024,Central  ,Net Banking,ahmedabad,Gujarat 
ORD102832,Quinn Kapoor,F ,quinn.x@company.co,(688) 2982071,Veg Burger,Food,Burger,6,990.24,5941.44,,"Nov 29, 2025",north,on line,Ahmedabad,GUJARAT
ORD103301,Harper chaudhary,Unknown,harper.12@company.co,9455476406,GARLIC BREAD,Food,Sides,3,149.41,8068.14,10-19-22,20-09-2023,Sou,NET BANKING,Lucknow ,Utt@r Pr@desh
ORD104775,Morgan Sharma,F,morgan@gmail,9676625283,Pan33r Wrap,Food,Wrap,3,604.98,1814.94,"Nov 19, 2023","Feb 04, 2023",east,Card ,NAGPUR,Maharashtra
ORD101422,Morgan rao,FEMALE,morgan.@mailinator.com,-8765304277,CHEESE FRIES,Food,Sides,6,629.42,3776.52,31-05-2027,04 13 27,CENTRAL,on line,Mumbai,MAHARASHTRA
ORD102341,Lee Singh,FEMALE,lee.12@mailinator.com,(918) 2354603,PEPPERONI PIZZA,Food ,Pizza,5,1032,5160,"Dec 30, 2024",21.05.2023,Eas,OnLine,KOLKATA,west bengal
ORD101424,avery Agarwal,M,avery.x@yahoo.com,+91 6855158703,Cheese Fries,Food,Sides,1,1122.67,1122.67,"Aug 20, 2024","Mar 23, 2024",East  ,UPI ,Nagpur,Maharashtra 
ORD103952,Cameron  Kapoor,female,cameron.com,9543691019,Orang3 Juic3,Beverages,Juice,1,806.31,806.31,24-06-2024,"Jun 02, 2025",south,Net Banking,Mumbai,M@h@r@shtr@
ORD103923,TAYLOR Patel,Female,taylor.x@mailinator.com,6138844889,PEPPERONI PIZZA,Food,Pizza,6,814.62,4887.72,"Aug 02, 2024",22-11-2022,Nor,Card ,chennai,TAMIL NADU
